year,source_decade,source_decade_default,county_fips,county_fips_for_crosswalk,state_fips,state,county_name,source_scope,bridge_exception_applied,exception_issue_class,exception_reason,twoparty_votes,has_positive_crosswalk_weight,raw_weight_undefined,fallback_used,source_two_party_votes_prejoin,vote_share_of_year,source_issue_class
1956,1970,1970,13307,13307,13,GA,WEBSTER,adh_mainland_eligible,FALSE,NA,NA,346,FALSE,TRUE,TRUE,61618950,5.615155727255982e-6,pre_1972_diagnostic_only
1956,1970,1970,20179,20179,20,KS,SHERIDAN,adh_mainland_eligible,FALSE,NA,NA,1957,FALSE,TRUE,TRUE,61618950,3.1759710283930513e-5,pre_1972_diagnostic_only
1956,1970,1970,32025,32025,32,NV,ORMSBY,adh_mainland_eligible,FALSE,NA,NA,2571,FALSE,FALSE,FALSE,61618950,4.1724177383743154e-5,pre_1972_diagnostic_only
1956,1970,1970,36041,36041,36,NY,HAMILTON,adh_mainland_eligible,FALSE,NA,NA,3089,FALSE,TRUE,TRUE,61618950,5.013068220084893e-5,pre_1972_diagnostic_only
1956,1970,1970,38013,38013,38,ND,BURKE,adh_mainland_eligible,FALSE,NA,NA,2351,FALSE,TRUE,TRUE,61618950,3.815384715253992e-5,pre_1972_diagnostic_only
1956,1970,1970,38039,38039,38,ND,GRIGGS,adh_mainland_eligible,FALSE,NA,NA,2385,FALSE,TRUE,TRUE,61618950,3.87056254609986e-5,pre_1972_diagnostic_only
1956,1970,1970,38041,38041,38,ND,HETTINGER,adh_mainland_eligible,FALSE,NA,NA,2678,FALSE,TRUE,TRUE,61618950,4.3460656178010176e-5,pre_1972_diagnostic_only
1956,1970,1970,46031,46031,46,SD,CORSON,adh_mainland_eligible,FALSE,NA,NA,2506,FALSE,TRUE,TRUE,61618950,4.066930708816038e-5,pre_1972_diagnostic_only
1956,1970,1970,46071,46071,46,SD,JACKSON,adh_mainland_eligible,FALSE,NA,NA,898,FALSE,TRUE,TRUE,61618950,1.457343885282044e-5,pre_1972_diagnostic_only
1956,1970,1970,46131,46131,46,SD,WASHABAUGH,adh_mainland_eligible,FALSE,NA,NA,450,FALSE,TRUE,TRUE,61618950,7.302948200188416e-6,pre_1972_diagnostic_only
1956,1970,1970,46137,46137,46,SD,ZIEBACH,adh_mainland_eligible,FALSE,NA,NA,1099,FALSE,TRUE,TRUE,61618950,1.783542238223793e-5,pre_1972_diagnostic_only
1956,1970,1970,51129,51129,51,VA,NORFOLK,adh_mainland_eligible,FALSE,NA,NA,10584,FALSE,FALSE,FALSE,61618950,1.7176534166843155e-4,pre_1972_diagnostic_only
1956,1970,1970,51151,51151,51,VA,PRINCESS ANNE,adh_mainland_eligible,FALSE,NA,NA,9017,FALSE,FALSE,FALSE,61618950,1.4633485315799767e-4,pre_1972_diagnostic_only
1956,1970,1970,51785,51785,51,VA,SOUTH NORFOLK CITY,adh_mainland_eligible,FALSE,NA,NA,3392,FALSE,FALSE,FALSE,61618950,5.5048000655642463e-5,pre_1972_diagnostic_only
1960,1970,1970,13239,13239,13,GA,QUITMAN,adh_mainland_eligible,FALSE,NA,NA,455,FALSE,TRUE,TRUE,68237274,6.6679099754190065e-6,pre_1972_diagnostic_only
1960,1970,1970,13307,13307,13,GA,WEBSTER,adh_mainland_eligible,FALSE,NA,NA,374,FALSE,TRUE,TRUE,68237274,5.480875452322436e-6,pre_1972_diagnostic_only
1960,1970,1970,15001,15001,15,HI,HAWAII,excluded_nonmainland,FALSE,NA,NA,23808,FALSE,TRUE,TRUE,68237274,3.4890022130719937e-4,excluded_nonmainland
1960,1970,1970,15003,15003,15,HI,HONOLULU,excluded_nonmainland,FALSE,NA,NA,134456,FALSE,TRUE,TRUE,68237274,0.001970418689351512,excluded_nonmainland
1960,1970,1970,15007,15007,15,HI,KAUAI,excluded_nonmainland,FALSE,NA,NA,10291,FALSE,TRUE,TRUE,68237274,1.5081200342205933e-4,excluded_nonmainland
1960,1970,1970,15009,15009,15,HI,MAUI,excluded_nonmainland,FALSE,NA,NA,16150,FALSE,TRUE,TRUE,68237274,2.3667416725937793e-4,excluded_nonmainland
1960,1970,1970,20179,20179,20,KS,SHERIDAN,adh_mainland_eligible,FALSE,NA,NA,2001,FALSE,TRUE,TRUE,68237274,2.9324149144644906e-5,pre_1972_diagnostic_only
1960,1970,1970,32025,32025,32,NV,ORMSBY,adh_mainland_eligible,FALSE,NA,NA,3229,FALSE,FALSE,FALSE,68237274,4.732017870467686e-5,pre_1972_diagnostic_only
1960,1970,1970,36041,36041,36,NY,HAMILTON,adh_mainland_eligible,FALSE,NA,NA,2963,FALSE,TRUE,TRUE,68237274,4.342201594981652e-5,pre_1972_diagnostic_only
1960,1970,1970,38013,38013,38,ND,BURKE,adh_mainland_eligible,FALSE,NA,NA,2685,FALSE,TRUE,TRUE,68237274,3.93479962285715e-5,pre_1972_diagnostic_only
1960,1970,1970,38039,38039,38,ND,GRIGGS,adh_mainland_eligible,FALSE,NA,NA,2557,FALSE,TRUE,TRUE,68237274,3.7472188587134945e-5,pre_1972_diagnostic_only
1960,1970,1970,38041,38041,38,ND,HETTINGER,adh_mainland_eligible,FALSE,NA,NA,2760,FALSE,TRUE,TRUE,68237274,4.044710226847573e-5,pre_1972_diagnostic_only
1960,1970,1970,46031,46031,46,SD,CORSON,adh_mainland_eligible,FALSE,NA,NA,2383,FALSE,TRUE,TRUE,68237274,3.4922262574557124e-5,pre_1972_diagnostic_only
1960,1970,1970,46071,46071,46,SD,JACKSON,adh_mainland_eligible,FALSE,NA,NA,947,FALSE,TRUE,TRUE,68237274,1.3878045597190767e-5,pre_1972_diagnostic_only
1960,1970,1970,46131,46131,46,SD,WASHABAUGH,adh_mainland_eligible,FALSE,NA,NA,473,FALSE,TRUE,TRUE,68237274,6.931695424996022e-6,pre_1972_diagnostic_only
1960,1970,1970,46137,46137,46,SD,ZIEBACH,adh_mainland_eligible,FALSE,NA,NA,1080,FALSE,TRUE,TRUE,68237274,1.5827126974620938e-5,pre_1972_diagnostic_only
1960,1970,1970,51129,51129,51,VA,NORFOLK,adh_mainland_eligible,FALSE,NA,NA,8870,FALSE,FALSE,FALSE,68237274,1.299876076526738e-4,pre_1972_diagnostic_only
1960,1970,1970,51151,51151,51,VA,PRINCESS ANNE,adh_mainland_eligible,FALSE,NA,NA,10798,FALSE,FALSE,FALSE,68237274,1.5824196025181192e-4,pre_1972_diagnostic_only
1960,1970,1970,51785,51785,51,VA,SOUTH NORFOLK CITY,adh_mainland_eligible,FALSE,NA,NA,3496,FALSE,FALSE,FALSE,68237274,5.1232996206735926e-5,pre_1972_diagnostic_only
1964,1970,1970,13239,13239,13,GA,QUITMAN,adh_mainland_eligible,FALSE,NA,NA,607,FALSE,TRUE,TRUE,70447870,8.616300251519314e-6,pre_1972_diagnostic_only
1964,1970,1970,13307,13307,13,GA,WEBSTER,adh_mainland_eligible,FALSE,NA,NA,601,FALSE,TRUE,TRUE,70447870,8.531130891537247e-6,pre_1972_diagnostic_only
1964,1970,1970,15001,15001,15,HI,HAWAII,excluded_nonmainland,FALSE,NA,NA,24973,FALSE,TRUE,TRUE,70447870,3.544890711387016e-4,excluded_nonmainland
1964,1970,1970,15003,15003,15,HI,HONOLULU,excluded_nonmainland,FALSE,NA,NA,155395,FALSE,TRUE,TRUE,70447870,0.0022058154490689355,excluded_nonmainland
1964,1970,1970,15007,15007,15,HI,KAUAI,excluded_nonmainland,FALSE,NA,NA,10684,FALSE,TRUE,TRUE,70447870,1.516582403414042e-4,excluded_nonmainland
1964,1970,1970,15009,15009,15,HI,MAUI,excluded_nonmainland,FALSE,NA,NA,16219,FALSE,TRUE,TRUE,70447870,2.302269749248629e-4,excluded_nonmainland
1964,1970,1970,20179,20179,20,KS,SHERIDAN,adh_mainland_eligible,FALSE,NA,NA,1836,FALSE,TRUE,TRUE,70447870,2.606182415451312e-5,pre_1972_diagnostic_only
1964,1970,1970,32025,32025,32,NV,ORMSBY,adh_mainland_eligible,FALSE,NA,NA,4126,FALSE,FALSE,FALSE,70447870,5.856812988100279e-5,pre_1972_diagnostic_only
1964,1970,1970,36041,36041,36,NY,HAMILTON,adh_mainland_eligible,FALSE,NA,NA,2872,FALSE,TRUE,TRUE,70447870,4.076773364475037e-5,pre_1972_diagnostic_only
1964,1970,1970,38013,38013,38,ND,BURKE,adh_mainland_eligible,FALSE,NA,NA,2428,FALSE,TRUE,TRUE,70447870,3.446520100607726e-5,pre_1972_diagnostic_only
1964,1970,1970,38039,38039,38,ND,GRIGGS,adh_mainland_eligible,FALSE,NA,NA,2390,FALSE,TRUE,TRUE,70447870,3.3925795059524155e-5,pre_1972_diagnostic_only
1964,1970,1970,38041,38041,38,ND,HETTINGER,adh_mainland_eligible,FALSE,NA,NA,2463,FALSE,TRUE,TRUE,70447870,3.496202227263933e-5,pre_1972_diagnostic_only
1964,1970,1970,46031,46031,46,SD,CORSON,adh_mainland_eligible,FALSE,NA,NA,2362,FALSE,TRUE,TRUE,70447870,3.35283380462745e-5,pre_1972_diagnostic_only
1964,1970,1970,46071,46071,46,SD,JACKSON,adh_mainland_eligible,FALSE,NA,NA,928,FALSE,TRUE,TRUE,70447870,1.3172861010560008e-5,pre_1972_diagnostic_only
1964,1970,1970,46131,46131,46,SD,WASHABAUGH,adh_mainland_eligible,FALSE,NA,NA,559,FALSE,TRUE,TRUE,70447870,7.934945371662762e-6,pre_1972_diagnostic_only
1964,1970,1970,46137,46137,46,SD,ZIEBACH,adh_mainland_eligible,FALSE,NA,NA,1001,FALSE,TRUE,TRUE,70447870,1.420908822367518e-5,pre_1972_diagnostic_only
1968,1970,1970,13239,13239,13,GA,QUITMAN,adh_mainland_eligible,FALSE,NA,NA,288,FALSE,TRUE,TRUE,63174774,4.55878164281205e-6,pre_1972_diagnostic_only
1968,1970,1970,13307,13307,13,GA,WEBSTER,adh_mainland_eligible,FALSE,NA,NA,219,FALSE,TRUE,TRUE,63174774,3.4665735408883297e-6,pre_1972_diagnostic_only
1968,1970,1970,15001,15001,15,HI,HAWAII,excluded_nonmainland,FALSE,NA,NA,25444,FALSE,TRUE,TRUE,63174774,4.027556948601035e-4,excluded_nonmainland
1968,1970,1970,15003,15003,15,HI,HONOLULU,excluded_nonmainland,FALSE,NA,NA,179400,FALSE,TRUE,TRUE,63174774,0.002839741065001673,excluded_nonmainland
1968,1970,1970,15007,15007,15,HI,KAUAI,excluded_nonmainland,FALSE,NA,NA,11191,FALSE,TRUE,TRUE,63174774,1.771434908496863e-4,excluded_nonmainland
1968,1970,1970,15009,15009,15,HI,MAUI,excluded_nonmainland,FALSE,NA,NA,16714,FALSE,TRUE,TRUE,63174774,2.6456762631236325e-4,excluded_nonmainland
1968,1970,1970,20179,20179,20,KS,SHERIDAN,adh_mainland_eligible,FALSE,NA,NA,1565,FALSE,TRUE,TRUE,63174774,2.4772546079864093e-5,pre_1972_diagnostic_only
1968,1970,1970,32025,32025,32,NV,ORMSBY,adh_mainland_eligible,FALSE,NA,NA,4939,FALSE,FALSE,FALSE,63174774,7.817993935364138e-5,pre_1972_diagnostic_only
1968,1970,1970,36041,36041,36,NY,HAMILTON,adh_mainland_eligible,FALSE,NA,NA,2857,FALSE,TRUE,TRUE,63174774,4.5223747060812596e-5,pre_1972_diagnostic_only
1968,1970,1970,38013,38013,38,ND,BURKE,adh_mainland_eligible,FALSE,NA,NA,2047,FALSE,TRUE,TRUE,63174774,3.2402173690403707e-5,pre_1972_diagnostic_only
1968,1970,1970,38039,38039,38,ND,GRIGGS,adh_mainland_eligible,FALSE,NA,NA,2118,FALSE,TRUE,TRUE,63174774,3.352603999818029e-5,pre_1972_diagnostic_only
1968,1970,1970,38041,38041,38,ND,HETTINGER,adh_mainland_eligible,FALSE,NA,NA,2062,FALSE,TRUE,TRUE,63174774,3.263961023430017e-5,pre_1972_diagnostic_only
1968,1970,1970,46031,46031,46,SD,CORSON,adh_mainland_eligible,FALSE,NA,NA,1929,FALSE,TRUE,TRUE,63174774,3.0534339545084875e-5,pre_1972_diagnostic_only
1968,1970,1970,46071,46071,46,SD,JACKSON,adh_mainland_eligible,FALSE,NA,NA,747,FALSE,TRUE,TRUE,63174774,1.1824339886043756e-5,pre_1972_diagnostic_only
1968,1970,1970,46131,46131,46,SD,WASHABAUGH,adh_mainland_eligible,FALSE,NA,NA,427,FALSE,TRUE,TRUE,63174774,6.759026949585922e-6,pre_1972_diagnostic_only
1968,1970,1970,46137,46137,46,SD,ZIEBACH,adh_mainland_eligible,FALSE,NA,NA,799,FALSE,TRUE,TRUE,63174774,1.2647453238218154e-5,pre_1972_diagnostic_only
1972,1970,1970,13239,13239,13,GA,QUITMAN,adh_mainland_eligible,FALSE,NA,NA,642,FALSE,TRUE,TRUE,76242330,8.42051915254951e-6,unexpected_unmatched
1972,1970,1970,13307,13307,13,GA,WEBSTER,adh_mainland_eligible,FALSE,NA,NA,591,FALSE,TRUE,TRUE,76242330,7.75159940678623e-6,unexpected_unmatched
1972,1970,1970,15001,15001,15,HI,HAWAII,excluded_nonmainland,FALSE,NA,NA,28484,FALSE,TRUE,TRUE,76242330,3.7359823604551435e-4,excluded_nonmainland
1972,1970,1970,15003,15003,15,HI,HONOLULU,excluded_nonmainland,FALSE,NA,NA,209801,FALSE,TRUE,TRUE,76242330,0.0027517653251153264,excluded_nonmainland
1972,1970,1970,15007,15007,15,HI,KAUAI,excluded_nonmainland,FALSE,NA,NA,12972,FALSE,TRUE,TRUE,76242330,1.701417047459069e-4,excluded_nonmainland
1972,1970,1970,15009,15009,15,HI,MAUI,excluded_nonmainland,FALSE,NA,NA,19017,FALSE,TRUE,TRUE,76242330,2.4942836872902496e-4,excluded_nonmainland
1972,1970,1970,20179,20179,20,KS,SHERIDAN,adh_mainland_eligible,FALSE,NA,NA,1686,FALSE,TRUE,TRUE,76242330,2.2113699830527215e-5,unexpected_unmatched
1972,1970,1970,36041,36041,36,NY,HAMILTON,adh_mainland_eligible,FALSE,NA,NA,3328,FALSE,TRUE,TRUE,76242330,4.3650292429415525e-5,unexpected_unmatched
1972,1970,1970,38013,38013,38,ND,BURKE,adh_mainland_eligible,FALSE,NA,NA,2097,FALSE,TRUE,TRUE,76242330,2.750440601697246e-5,unexpected_unmatched
1972,1970,1970,38039,38039,38,ND,GRIGGS,adh_mainland_eligible,FALSE,NA,NA,2213,FALSE,TRUE,TRUE,76242330,2.902587053674776e-5,unexpected_unmatched
1972,1970,1970,38041,38041,38,ND,HETTINGER,adh_mainland_eligible,FALSE,NA,NA,2237,FALSE,TRUE,TRUE,76242330,2.9340656299459894e-5,unexpected_unmatched
1972,1970,1970,46031,46031,46,SD,CORSON,adh_mainland_eligible,FALSE,NA,NA,1664,FALSE,TRUE,TRUE,76242330,2.1825146214707763e-5,unexpected_unmatched
1972,1970,1970,46071,46071,46,SD,JACKSON,adh_mainland_eligible,FALSE,NA,NA,842,FALSE,TRUE,TRUE,76242330,1.1043733841817268e-5,unexpected_unmatched
1972,1970,1970,46131,46131,46,SD,WASHABAUGH,adh_mainland_eligible,FALSE,NA,NA,456,FALSE,TRUE,TRUE,76242330,5.980929491530493e-6,unexpected_unmatched
1972,1970,1970,46137,46137,46,SD,ZIEBACH,adh_mainland_eligible,FALSE,NA,NA,864,FALSE,TRUE,TRUE,76242330,1.1332287457636722e-5,unexpected_unmatched
1976,1970,1970,13239,13239,13,GA,QUITMAN,adh_mainland_eligible,FALSE,NA,NA,990,FALSE,TRUE,TRUE,79864901,1.2395933477711317e-5,unexpected_unmatched
1976,1970,1970,13307,13307,13,GA,WEBSTER,adh_mainland_eligible,FALSE,NA,NA,787,FALSE,TRUE,TRUE,79864901,9.854141057534147e-6,unexpected_unmatched
1976,1970,1970,15001,15001,15,HI,HAWAII,excluded_nonmainland,FALSE,NA,NA,31326,FALSE,TRUE,TRUE,79864901,3.922373859826108e-4,excluded_nonmainland
1976,1970,1970,15003,15003,15,HI,HONOLULU,excluded_nonmainland,FALSE,NA,NA,219430,FALSE,TRUE,TRUE,79864901,0.002747514831327469,excluded_nonmainland
1976,1970,1970,15007,15007,15,HI,KAUAI,excluded_nonmainland,FALSE,NA,NA,14383,FALSE,TRUE,TRUE,79864901,1.8009162748476956e-4,excluded_nonmainland
1976,1970,1970,15009,15009,15,HI,MAUI,excluded_nonmainland,FALSE,NA,NA,22239,FALSE,TRUE,TRUE,79864901,2.784577420311333e-4,excluded_nonmainland
1976,1970,1970,20179,20179,20,KS,SHERIDAN,adh_mainland_eligible,FALSE,NA,NA,1631,FALSE,TRUE,TRUE,79864901,2.042198737590622e-5,unexpected_unmatched
1976,1970,1970,36041,36041,36,NY,HAMILTON,adh_mainland_eligible,FALSE,NA,NA,3358,FALSE,TRUE,TRUE,79864901,4.2046004664802626e-5,unexpected_unmatched
1976,1970,1970,38013,38013,38,ND,BURKE,adh_mainland_eligible,FALSE,NA,NA,1986,FALSE,TRUE,TRUE,79864901,2.486699382498452e-5,unexpected_unmatched
1976,1970,1970,38039,38039,38,ND,GRIGGS,adh_mainland_eligible,FALSE,NA,NA,2208,FALSE,TRUE,TRUE,79864901,2.764668799877433e-5,unexpected_unmatched
1976,1970,1970,38041,38041,38,ND,HETTINGER,adh_mainland_eligible,FALSE,NA,NA,2230,FALSE,TRUE,TRUE,79864901,2.7922153187167915e-5,unexpected_unmatched
1976,1970,1970,46031,46031,46,SD,CORSON,adh_mainland_eligible,FALSE,NA,NA,1813,FALSE,TRUE,TRUE,79864901,2.2700835752616784e-5,unexpected_unmatched
1976,1970,1970,46071,46071,46,SD,JACKSON,adh_mainland_eligible,FALSE,NA,NA,845,FALSE,TRUE,TRUE,79864901,1.0580367463299052e-5,unexpected_unmatched
1976,1970,1970,46131,46131,46,SD,WASHABAUGH,adh_mainland_eligible,FALSE,NA,NA,505,FALSE,TRUE,TRUE,79864901,6.323178188125469e-6,unexpected_unmatched
1976,1970,1970,46137,46137,46,SD,ZIEBACH,adh_mainland_eligible,FALSE,NA,NA,739,FALSE,TRUE,TRUE,79864901,9.253126101039054e-6,unexpected_unmatched
1980,1980,1980,13239,13239,13,GA,QUITMAN,adh_mainland_eligible,FALSE,NA,NA,829,FALSE,TRUE,TRUE,79255320,1.0459865659491376e-5,unexpected_unmatched
1980,1980,1980,13307,13307,13,GA,WEBSTER,adh_mainland_eligible,FALSE,NA,NA,920,FALSE,TRUE,TRUE,79255320,1.1608053566624928e-5,unexpected_unmatched
1980,1980,1980,15001,15001,15,HI,HAWAII,excluded_nonmainland,FALSE,NA,NA,31877,FALSE,TRUE,TRUE,79255320,4.0220643863402483e-4,excluded_nonmainland
1980,1980,1980,15003,15003,15,HI,HONOLULU,excluded_nonmainland,FALSE,NA,NA,196068,FALSE,TRUE,TRUE,79255320,0.002473878094240235,excluded_nonmainland
1980,1980,1980,15007,15007,15,HI,KAUAI,excluded_nonmainland,FALSE,NA,NA,14964,FALSE,TRUE,TRUE,79255320,1.8880751475106025e-4,excluded_nonmainland
1980,1980,1980,15009,15009,15,HI,MAUI,excluded_nonmainland,FALSE,NA,NA,23033,FALSE,TRUE,TRUE,79255320,2.9061771500007825e-4,excluded_nonmainland
1980,1980,1980,20179,20179,20,KS,SHERIDAN,adh_mainland_eligible,FALSE,NA,NA,1593,FALSE,TRUE,TRUE,79255320,2.009959709960164e-5,unexpected_unmatched
1980,1980,1980,36041,36041,36,NY,HAMILTON,adh_mainland_eligible,FALSE,NA,NA,2963,FALSE,TRUE,TRUE,79255320,3.7385502954249634e-5,unexpected_unmatched
1980,1980,1980,38013,38013,38,ND,BURKE,adh_mainland_eligible,FALSE,NA,NA,1860,FALSE,TRUE,TRUE,79255320,2.3468456123828658e-5,unexpected_unmatched
1980,1980,1980,38039,38039,38,ND,GRIGGS,adh_mainland_eligible,FALSE,NA,NA,1978,FALSE,TRUE,TRUE,79255320,2.4957315168243596e-5,unexpected_unmatched
1980,1980,1980,38041,38041,38,ND,HETTINGER,adh_mainland_eligible,FALSE,NA,NA,2133,FALSE,TRUE,TRUE,79255320,2.6913019845229316e-5,unexpected_unmatched
1980,1980,1980,46031,46031,46,SD,CORSON,adh_mainland_eligible,FALSE,NA,NA,1755,FALSE,TRUE,TRUE,79255320,2.2143623923289943e-5,unexpected_unmatched
1980,1980,1980,46071,46071,46,SD,JACKSON,adh_mainland_eligible,FALSE,NA,NA,1283,FALSE,TRUE,TRUE,79255320,1.6188187745630198e-5,unexpected_unmatched
1980,1980,1980,46137,46137,46,SD,ZIEBACH,adh_mainland_eligible,FALSE,NA,NA,769,FALSE,TRUE,TRUE,79255320,9.702818687754967e-6,unexpected_unmatched
1984,1980,1980,13239,13239,13,GA,QUITMAN,adh_mainland_eligible,FALSE,NA,NA,851,FALSE,TRUE,TRUE,91833271,9.26679394878573e-6,unexpected_unmatched
1984,1980,1980,13307,13307,13,GA,WEBSTER,adh_mainland_eligible,FALSE,NA,NA,936,FALSE,TRUE,TRUE,91833271,1.0192384413705573e-5,unexpected_unmatched
1984,1980,1980,15001,15001,15,HI,HAWAII,excluded_nonmainland,FALSE,NA,NA,38573,FALSE,TRUE,TRUE,91833271,4.2003295298062506e-4,excluded_nonmainland
1984,1980,1980,15003,15003,15,HI,HONOLULU,excluded_nonmainland,FALSE,NA,NA,247767,FALSE,TRUE,TRUE,91833271,0.002698009090844646,excluded_nonmainland
1984,1980,1980,15007,15007,15,HI,KAUAI,excluded_nonmainland,FALSE,NA,NA,18111,FALSE,TRUE,TRUE,91833271,1.9721610482545046e-4,excluded_nonmainland
1984,1980,1980,15009,15009,15,HI,MAUI,excluded_nonmainland,FALSE,NA,NA,27686,FALSE,TRUE,TRUE,91833271,3.01481148373774e-4,excluded_nonmainland
1984,1980,1980,20179,20179,20,KS,SHERIDAN,adh_mainland_eligible,FALSE,NA,NA,1693,FALSE,TRUE,TRUE,91833271,1.843558420128583e-5,unexpected_unmatched
1984,1980,1980,36041,36041,36,NY,HAMILTON,adh_mainland_eligible,FALSE,NA,NA,3374,FALSE,TRUE,TRUE,91833271,3.6740496807524146e-5,unexpected_unmatched
1984,1980,1980,38013,38013,38,ND,BURKE,adh_mainland_eligible,FALSE,NA,NA,1841,FALSE,TRUE,TRUE,91833271,2.0047200540205084e-5,unexpected_unmatched
1984,1980,1980,38039,38039,38,ND,GRIGGS,adh_mainland_eligible,FALSE,NA,NA,2082,FALSE,TRUE,TRUE,91833271,2.2671521740742525e-5,unexpected_unmatched
1984,1980,1980,38041,38041,38,ND,HETTINGER,adh_mainland_eligible,FALSE,NA,NA,2170,FALSE,TRUE,TRUE,91833271,2.3629780104424245e-5,unexpected_unmatched
1984,1980,1980,46031,46031,46,SD,CORSON,adh_mainland_eligible,FALSE,NA,NA,1747,FALSE,TRUE,TRUE,91833271,1.9023606378999612e-5,unexpected_unmatched
1984,1980,1980,46071,46071,46,SD,JACKSON,adh_mainland_eligible,FALSE,NA,NA,1268,FALSE,TRUE,TRUE,91833271,1.380763187668661e-5,unexpected_unmatched
1984,1980,1980,46137,46137,46,SD,ZIEBACH,adh_mainland_eligible,FALSE,NA,NA,788,FALSE,TRUE,TRUE,91833271,8.580768074786316e-6,unexpected_unmatched
1988,1980,1980,13239,13239,13,GA,QUITMAN,adh_mainland_eligible,FALSE,NA,NA,732,FALSE,TRUE,TRUE,90504238,8.088019038401274e-6,unexpected_unmatched
1988,1980,1980,13307,13307,13,GA,WEBSTER,adh_mainland_eligible,FALSE,NA,NA,788,FALSE,TRUE,TRUE,90504238,8.706774593251644e-6,unexpected_unmatched
1988,1980,1980,15001,15001,15,HI,HAWAII,excluded_nonmainland,FALSE,NA,NA,41216,FALSE,TRUE,TRUE,90504238,4.554040883698728e-4,excluded_nonmainland
1988,1980,1980,15003,15003,15,HI,HONOLULU,excluded_nonmainland,FALSE,NA,NA,259229,FALSE,TRUE,TRUE,90504238,0.002864274709434049,excluded_nonmainland
1988,1980,1980,15007,15007,15,HI,KAUAI,excluded_nonmainland,FALSE,NA,NA,20068,FALSE,TRUE,TRUE,90504238,2.2173547276316496e-4,excluded_nonmainland
1988,1980,1980,15009,15009,15,HI,MAUI,excluded_nonmainland,FALSE,NA,NA,30476,FALSE,TRUE,TRUE,90504238,3.36735612314641e-4,excluded_nonmainland
