sample,spec,se_type,status,error_message,min_eigenvalue,max_eigenvalue,n_negative_eigenvalues,eigenvalue_ratio_abs_min_to_max,repair_required,vcov_repaired
main_1972_start,interacted_controls_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.066109098831559e-4,0.012941735843476156,36,0.05459939210854422,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0011539872995544012,0.015902081128041368,40,0.07256831921951941,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0019817344900681716,0.016228838940153152,41,0.12211190815166657,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,heteroskedastic,ok,NA,6.601652168284772e-8,0.006170834046539127,0,1.0698152176021111e-5,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,ok,NA,8.512508145284158e-10,0.006936220346850708,0,1.227254573760642e-7,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,ok,NA,-6.824933913288428e-19,0.010790315849085467,18,6.325054807238915e-17,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0019378538775580067,0.0036246657389946437,63,0.534629678182546,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,ok,NA,4.0316176727149415e-8,0.006788115924866091,0,5.939229260871047e-6,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-1.46657145433426e-41,6.515073758419626e-26,37,2.2510435164896877e-16,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.3870244823149757e-5,0.008694643769189946,23,0.0015952631518153626,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.163548900175757e-4,0.009914523736574855,36,0.07225308134317433,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-3.9151754473686794e-4,0.012807898240843735,40,0.03056844592099728,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0028622394782081015,0.012923190857801938,41,0.22148086410718926,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,heteroskedastic,ok,NA,1.9867860242137804e-6,6.065251238152471e-5,0,0.032756862761368036,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,cluster_cz,ok,NA,7.95533701326392e-8,2.1474295980834334e-4,0,3.7045857151098247e-4,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,cluster_state,ok,NA,4.519909175214916e-8,3.3809980453005446e-4,0,1.3368564887215518e-4,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-3.8505610545442774e-5,1.9873994795913043e-4,14,0.1937487200779644,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,newey_west_lag1,ok,NA,1.4073265294996294e-6,8.255134121621039e-5,0,0.01704789418034648,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,driscoll_kraay_lag1,ok,NA,7.441785990425055e-38,1.8748793036516536e-31,0,3.969208031648161e-7,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.660675970321383e-8,3.8111640531364335e-4,1,2.0100619819860436e-4,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.1195083205710905e-5,6.304841329940337e-4,4,0.017756328224388232,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-2.3300267779590003e-5,7.002490642454638e-4,7,0.03327425764530886,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.5133524852425597e-5,7.607022799389269e-4,7,0.019894149460996217,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,heteroskedastic,ok,NA,1.4410702094039366e-6,0.0019205215870006717,0,7.503535597610716e-4,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,cluster_cz,ok,NA,2.7198034552631394e-8,0.0020637011267642755,0,1.3179250716054905e-5,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,cluster_state,ok,NA,-8.981913329300103e-19,0.004814818616998376,11,1.8654728337200686e-16,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.953150277847776e-4,0.0011800163177106031,53,0.4197526935438978,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,newey_west_lag1,ok,NA,7.017137587576871e-7,0.0020243983112500285,0,3.4662830672111745e-4,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-1.9310269624663334e-42,3.952811021437155e-27,25,4.885199297395843e-16,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-2.3805883085616486e-5,0.0050958166152941745,16,0.004671652236104302,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-2.2798139414717474e-4,0.008755177586623945,28,0.026039608208002767,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.923598797309613e-4,0.00868684386642343,31,0.05667879926264601,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0010099312837039604,0.007199693258111902,33,0.1402742099555519,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,heteroskedastic,ok,NA,1.1281132436287944e-6,0.0030863530123058694,0,3.655165948712914e-4,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,cluster_cz,ok,NA,1.3708364217297882e-8,0.004903271368823658,0,2.7957588283731173e-6,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,cluster_state,ok,NA,-2.4484738684755933e-18,0.01318790323199304,36,1.856605879951975e-16,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0011483270003924324,0.0037701845004378337,94,0.30458111539609706,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,newey_west_lag1,ok,NA,6.259514929778897e-7,0.0033874518796601187,0,1.8478535347952893e-4,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,driscoll_kraay_lag1,ok,NA,-5.60038880498493e-41,6.241512890615185e-26,52,8.972806598550398e-16,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-2.2133230963522946e-4,0.010355434285408624,39,0.021373542000754024,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0012176920498867443,0.021924586709703403,54,0.05554002298925056,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.002513468938134548,0.028567042453436026,55,0.08798491976309677,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.004008143144782312,0.02816820328205493,57,0.14229317733359914,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,heteroskedastic,ok,NA,1.019966175248781e-7,0.010799559442293993,0,9.444516516611945e-6,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,ok,NA,5.894493454209914e-10,0.017034578592490954,0,3.46031069815151e-8,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,ok,NA,-2.6503228147273228e-18,0.04133426492091788,39,6.411926811322302e-17,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.004036468495919468,0.012313252815908587,94,0.32781496134834454,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,ok,NA,4.222023858786747e-8,0.011929406189661748,0,3.53917352771979e-6,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-1.0999561869331227e-41,4.314274156158881e-26,51,2.5495741511069023e-16,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.3157424887848246e-5,0.035047208277750555,39,0.0012314083491564833,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0011149008971223671,0.03441755207347473,54,0.032393381572933255,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-9.9627914368711e-4,0.03631242890666141,55,0.02743631240553962,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.005520581176595822,0.025513281354453445,57,0.21638068031700605,TRUE,FALSE
