sample,spec,se_type,status,error_message,min_eigenvalue,max_eigenvalue,n_negative_eigenvalues,eigenvalue_ratio_abs_min_to_max,repair_required,vcov_repaired
main_1972_start,interacted_core_controls_diagnostic,newey_west_lag1,ok,NA,6.502160082008827e-7,0.001383101991596455,0,4.7011428813746874e-4,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-4.809614500142883e-43,1.256438329151366e-27,17,3.827974989740589e-16,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.0629396965753362e-5,0.004613133007302105,7,0.0023041600901010533,TRUE,FALSE
main_1972_start,interacted_core_controls_diagnostic,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-8.249209981640596e-5,0.006570919276691645,17,0.012554118585663016,TRUE,FALSE
main_1972_start,interacted_core_controls_diagnostic,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.8485101629635474e-4,0.007143705162012487,21,0.025876070205041818,TRUE,FALSE
main_1972_start,interacted_core_controls_diagnostic,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-3.3368375099895344e-4,0.00565505704860271,22,0.05900625725454039,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,heteroskedastic,ok,NA,1.0399998780529582e-6,0.0019603971091835984,0,5.305046988597443e-4,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,ok,NA,1.9071819888998753e-8,0.002429441575906367,0,7.850289580182026e-6,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_state,ok,NA,-7.407561314640471e-19,0.004290541788802995,19,1.7264862293083698e-16,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-6.601114479745417e-4,0.0016242618778535313,63,0.4064070313876243,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,newey_west_lag1,ok,NA,5.811237719333042e-7,0.002111757098642937,0,2.751849501567901e-4,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,driscoll_kraay_lag1,ok,NA,-7.45071890447084e-42,2.2021526695144371e-26,37,3.3833798208521497e-16,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-9.727569206677046e-5,0.006621896863629035,23,0.014690004098532565,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.065613993267026e-4,0.012940299438870078,36,0.05460162669840028,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0011539757216019084,0.015897615239042207,40,0.0725879765141072,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.001981662073430524,0.016223830373449856,41,0.12214514253511274,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,heteroskedastic,ok,NA,6.601178562756656e-8,0.006170409169606247,0,1.0698121277389937e-5,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,ok,NA,8.530824464523185e-10,0.00693558312760139,0,1.2300082498576432e-7,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,ok,NA,-5.097797174812607e-19,0.010790058049245356,18,4.724531741670418e-17,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0019376499741083914,0.003624357412377802,63,0.5346189003024328,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,ok,NA,4.0317038769896306e-8,0.006787683108017247,0,5.939734977061021e-6,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-3.010130228058048e-41,1.0924075208879705e-25,36,2.755501193923715e-16,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.3870398984606629e-5,0.008693959645352136,23,0.0015954064143858617,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.159489575453477e-4,0.009914017931270884,36,0.07221582233446391,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-3.913555234299177e-4,0.012806382805001737,40,0.03055941161442305,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0028602094865945683,0.012922273296730923,41,0.2213394981607566,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,heteroskedastic,ok,NA,1.9868012827568146e-6,6.065184549131671e-5,0,0.03275747451149293,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,cluster_cz,ok,NA,7.955200959779802e-8,2.1474716439651842e-4,0,3.704449826909461e-4,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,cluster_state,ok,NA,4.5125386024714674e-8,3.3810852456399114e-4,0,1.3346420674517523e-4,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-3.8506793674719025e-5,1.9874360976721212e-4,14,0.19375110334275367,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,newey_west_lag1,ok,NA,1.407328007930298e-6,8.255169455851922e-5,0,0.017047839120160904,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,driscoll_kraay_lag1,ok,NA,3.47768218298412e-36,5.8432397867282e-30,0,5.951633528514453e-7,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.692888352002091e-8,3.811110334718974e-4,1,2.0185425443919493e-4,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.1201684987123052e-5,6.304444642552733e-4,4,0.017767917115991006,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-2.3305416672964e-5,7.00171753574894e-4,7,0.033285285437426794,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.5136399030990693e-5,7.605901476921353e-4,7,0.01990086129424525,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,heteroskedastic,ok,NA,1.4409124880268736e-6,0.0019206123563811537,0,7.502359772077392e-4,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,cluster_cz,ok,NA,2.721169059009784e-8,0.002063758477105801,0,1.3185501545829777e-5,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,cluster_state,ok,NA,-6.110052353704031e-19,0.004815904532797503,11,1.2687237282410937e-16,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.953557786867736e-4,0.0011798164136915608,53,0.41985835502732244,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,newey_west_lag1,ok,NA,7.016694388112547e-7,0.002024459530416819,0,3.4659593252861265e-4,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-1.3840663861384466e-42,4.646488172336096e-27,26,2.9787364882983985e-16,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-2.380466456631023e-5,0.00509665933807061,16,0.004670640705470757,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-2.2804860398950474e-4,0.008758195980319574,28,0.026038307946288225,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.922300591617084e-4,0.008691137290368446,31,0.05663586280097079,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.00101016169886463,0.007205466476024904,33,0.14019379622759884,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,heteroskedastic,ok,NA,1.1281466185868898e-6,0.0030864158909339207,0,3.655199618109545e-4,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,cluster_cz,ok,NA,1.3719552187575498e-8,0.004903166358831014,0,2.798100489261482e-6,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,cluster_state,ok,NA,-3.982697400036138e-18,0.013186760880189583,37,3.020224175005196e-16,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0011482702017951852,0.0037700727501972955,94,0.30457507795707495,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,newey_west_lag1,ok,NA,6.259574193905075e-7,0.0033874849730555533,0,1.8478529775613624e-4,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,driscoll_kraay_lag1,ok,NA,-2.5735187448211993e-41,5.568860276224266e-26,50,4.621266501888366e-16,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-2.2132655523453287e-4,0.010355354095878675,39,0.021373151819368358,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.001217651832132874,0.021924529305119227,54,0.055538334036141,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.002513485313433297,0.028564931037311475,55,0.08799199655515309,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.004008440223430632,0.028162820687545866,57,0.14233092160414315,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,heteroskedastic,ok,NA,1.0191284136634101e-7,0.010799031022970206,0,9.437220908946932e-6,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,ok,NA,5.903057604458905e-10,0.01703421058221946,0,3.465413073277723e-8,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,ok,NA,-5.9728561468510904e-18,0.041331240910851524,36,1.4451189984191633e-16,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.004036274342633316,0.01231311462392939,94,0.3278028724583781,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,ok,NA,4.222086795268096e-8,0.011928875417003649,0,3.5393837622361724e-6,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-5.188539520550623e-42,1.6857905373499397e-26,50,3.077807951578017e-16,FALSE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.3145269793096725e-5,0.03504501539752487,39,0.0012311385600402376,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.00111424027667083,0.03441406184606617,54,0.032377470629733215,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-9.960725427938866e-4,0.03630854626995421,55,0.02743355614923502,TRUE,FALSE
diagnostic_1952_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.005520260349085722,0.025507841088217444,57,0.21641425199389513,TRUE,FALSE
